person,count,pgpid
med soc,93,"2025, 593, 1781, 2574, 6552, 19973, 28143, 6282, 2064, 8788, 3281, 9640, 23298, 8292, 2686, 19278, 1975, 6052, 6283, 9367, 8221, 8890, 2712, 30612, 1465, 1629, 6421, 5249, 3326"
ibn,93,"28195, 1982, 2159, 19276, 17428, 6189, 8677, 16768, 20234, 18866, 4629, 6190, 28474, 7856, 6469, 12045, 28449, 559, 8274, 17687, 28818, 5221, 17431, 19934, 1624, 11557, 3962, 27428, 7664"
avraham david's,90,"26692, 21882, 29449, 6442, 11787, 28497, 19227, 29905, 19349, 26287, 19939, 19783, 28157, 19771, 19347, 29920, 22192, 20105, 19301, 20097, 12353, 29464, 11760, 11758, 23401, 23393, 23328, 19348, 29890"
halfon b. menashe,90,"19141, 23259, 28521, 19743, 1050, 19138, 30450, 26250, 6712, 28431, 19858, 4338, 28498, 28162, 23333, 23412, 963, 20231, 26736, 7231, 1996, 26238, 19767, 28475, 11312, 20101, 26369, 26667, 19987, 19295"
yosef b. ya'aqov b. awkal,87,"6096, 5976, 5857, 5853, 5671, 6050, 2629, 5559, 5893, 6089, 12414, 3381, 5611, 5609, 5863, 5869, 5601, 5772, 6027, 7008, 5978, 6026, 5773, 5828, 5678, 5850, 5916, 4249, 5889"
doc,87,"5804, 4747, 832, 5629, 4690, 5627, 6161, 9804, 4688, 6672, 4691, 5690, 4494, 1237, 5666, 5388, 6162, 11413, 5626, 5899, 4689, 5641, 5631, 5198, 669, 4414, 5628, 6024, 5630"
ben-sasson,87,"2729, 2587, 2787, 2774, 3419, 3427, 3111, 3540, 4219, 2532, 4237, 2537, 3726, 3917, 3352, 2519, 3495, 3407, 3223, 3435, 3542, 3142"
tammuz,81,"1151, 30219, 16132, 31494, 16157, 29394, 5982, 3553, 3121, 18621, 18628, 1006, 30471, 17461, 16644, 1565, 8006, 2415, 19937, 18476, 18637, 1164, 30497, 998, 19102, 1350, 18622"
ed,81,"534, 12312, 30299, 578, 6161, 1822, 5602, 6163, 4617, 4603, 6162, 2062, 4106, 1375, 5260, 18188, 12273, 2205, 18530, 4495, 11544, 4058, 1071, 9044, 1723, 4524, 1221"
jew,75,"16245, 16109, 9525, 19289, 3193, 7212, 2414, 23407, 7491, 2771, 19199, 2600, 12430, 6177, 19937, 9985, 6328, 519, 21192, 1264, 19942, 9120, 6668"
rif,75,"3254, 593, 6860, 26685, 30438, 6671, 26837, 2441, 6177, 29881, 23358, 28284, 3471, 30514, 877, 5677, 28460, 8288, 11724, 27079, 2878, 12131"
tinnis,75,"720, 2025, 6218, 5618, 7019, 30320, 842, 6466, 6075, 17079, 19284, 5862, 5898, 6889, 19123, 6052, 27089, 9279, 6983, 5903"
david b. daniel,75,"1362, 595, 2976, 769, 1524, 648, 834, 1943, 4453, 761, 618, 16857, 752, 794, 3215, 583, 3843, 4112, 3194, 3904, 1774, 791, 868, 1033"
esther,72,"28463, 16821, 28367, 18592, 19978, 17192, 19184, 26723, 11772, 18175, 30597, 3202, 12026, 3668, 28513, 27089, 31106, 17072, 19975, 17188, 1940, 23355"
musa b. abi al-hayy,72,"5968, 6107, 9563, 5699, 5646, 5864, 1661, 6033, 5706, 5568, 5675, 6106, 2004, 5716, 2259, 5757, 2084, 5973, 5603, 5958, 5755, 5562, 6036, 6104"
law,72,"12686, 1153, 2231, 1946, 1865, 2164, 1237, 1180, 31511, 1213, 1110, 1974, 3220, 6424, 1949, 1193, 2179, 3225, 1912, 2123, 1119, 3931, 17056, 4341"
adar,69,"28329, 19198, 4094, 7019, 30320, 17025, 2657, 3505, 30643, 1187, 11564, 16915, 2391, 4231, 3954, 4131, 2523, 4044, 19298, 1008, 2393, 6330, 3957"
m. gil,69,"2485, 12471, 3556, 2404, 3481, 3717, 3475, 3474, 3469, 3701, 4203, 4083, 2466, 2537, 3726, 3708, 2406, 1501, 3305, 9037, 3670, 3542, 3697"
dotan arad,69,"22635, 25513, 11269, 31316, 22819, 22578, 9952, 24332, 24212, 24211, 31318, 20395, 26531, 22634, 12691, 22879, 19813, 12660, 22354, 11417, 22572, 31317, 12598"
piyyut,66,"12325, 27186, 15755, 6860, 26802, 12895, 1988, 29617, 29614, 23329, 15753, 29668, 11779, 19843, 28602, 19278, 28911, 19291, 1934, 15754, 26793, 19294"
shemuel b. hananya,66,"4756, 5239, 1674, 2871, 30046, 3316, 1564, 8007, 9363, 1745, 3081, 2016, 19298, 2136, 1118, 19887, 8846, 19280, 2868, 3915, 4642"
busir,66,"5617, 5817, 5823, 2041, 1500, 5756, 5944, 5964, 1644, 2406, 1254, 5983, 3670, 5871, 6022, 5884, 4419, 5991"
f. niessen,66,"4333, 3936, 3949, 3943, 3948, 3934, 3942, 3937, 2322, 3950, 3947, 4337, 4320, 3938, 4316, 3930, 4665, 4321, 4315, 3940, 3931, 4319"
a. shivtiel,66,"4333, 3936, 3949, 3943, 3948, 3934, 3942, 3937, 2322, 3950, 3947, 4337, 4320, 3938, 4316, 3930, 4665, 4321, 4315, 3940, 3931, 4319"
bill of divorce,63,"19789, 11082, 2168, 11098, 30531, 1833, 11091, 1481, 30536, 11099, 7754, 11097, 11095, 11096, 11092, 11084, 11094, 19105, 11081, 11080, 7317"
yisrael b. natan,63,"1490, 1651, 1512, 977, 4432, 4475, 955, 5587, 1084, 5954, 978, 890, 5909, 2681, 846, 1516, 5856, 2051, 5681, 1510"
gender,63,"1153, 2231, 1946, 1865, 2164, 1237, 1180, 1213, 1110, 1974, 3220, 6424, 1949, 1193, 2179, 3225, 1912, 2123, 1119, 3931, 4341"
lebdi,63,"5371, 5354, 5353, 5361, 5343, 5337, 5358, 5381, 5359, 5349, 5389, 5362"
fatimid,63,"30819, 18570, 990, 30828, 16246, 18576, 4468, 30853, 3427, 19732, 30195, 30194, 3562, 23323, 1243, 30331, 30822, 30832, 18941, 5951, 3217"
amir ashur,60,"22097, 15912, 15911, 4757, 2420, 2150, 30283, 23323, 30294, 656, 31605, 1402, 30289, 15909, 26754, 19102, 6875, 30291, 15910, 23303"
moss,60,"27070, 7601, 7018, 16971, 3696, 6989, 17049, 19857, 25960, 27033, 26794, 31097, 4010, 6038, 1433, 8758, 1445, 30139"
eli b. amram,60,"798, 1676, 944, 1019, 1372, 1672, 2273, 1462, 918, 2298, 1538, 744, 1667, 936, 4411, 4504, 2741, 1083"
med soc v,60,"8776, 1781, 6272, 1560, 3153, 2266, 6552, 4452, 2975, 8402, 2012, 4265, 5286, 3311, 846, 5810, 3696, 17135, 2878, 853"
tishri,60,"6335, 613, 1875, 16651, 16768, 17708, 2516, 2135, 3422, 17632, 4583, 6334, 4011, 915, 4090, 4026, 29395, 6374, 3417, 1155"
haver,60,"11751, 9629, 16554, 17736, 26731, 2881, 1745, 16674, 17148, 17511, 3087, 1765, 29250, 18625, 18891, 16089, 16142, 18977"
saadya,57,"19896, 5802, 12405, 3411, 4209, 2870, 2396, 3283, 2735, 19144, 3511, 5728, 3518, 6077, 3510"
labrat,57,"846, 3435, 2441, 5592"
natan b. shemuel,57,"3939, 3451, 3198, 1114, 3178, 8916, 2057, 3486, 3035, 8867, 4183, 1942, 2395, 4325, 537, 3131, 3590, 2394, 853"
goitein nachlass,57,"8927, 8894, 9306, 5659, 8866, 8913, 8852, 9205, 6769, 8918, 8895, 8925, 8940, 8906, 6555, 8897, 6937, 9221, 5731"
hayya gaon,57,"1737, 665, 5925, 5700, 1488, 5976, 2792, 1743, 5767, 5880, 5822, 5779, 4276, 15808, 2974, 5803, 5748"
yedutun,57,"29941, 3696, 3122, 21458, 28546, 26794, 27056, 11750, 30133, 2000, 20472, 3398"
tiqat al-mulk,57,"16766, 29024, 16243, 16255, 16719, 16726, 16724, 16742, 18707, 29021, 29029, 16242, 16723, 18599, 16267, 16720, 16256, 16258"
yefet b. menashe,54,"24591, 26781, 17105, 17144, 26238, 30326, 27069, 26407, 2825, 27423, 19135, 963, 1050, 26682, 26369, 6117, 6115, 1996"
mosseri,54,"28386, 26731, 6145, 1435, 6138, 28479, 2654, 31237, 30643, 5786, 5745, 890, 1703, 5746, 28118, 6146"
samuel,54,"26646, 30296, 1781, 2002, 19323, 11269, 1020, 1700"
yosef b. 'awkal,54,"558, 1272, 9560, 1746, 984, 1095, 1646, 1741, 980, 5693, 622, 1632, 1528, 887, 1633, 1703, 1613, 559"
ha-kohen,54,"5737, 3794, 1966, 3005, 17486, 17842, 3922, 17043, 11774, 16325, 4046, 574, 7199, 17063, 17469, 3979, 30141, 16161"
bl,51,"31328, 31145, 19241, 31504, 30219, 30286, 4658, 19120, 19226, 6177, 30255, 30287, 30818, 19211, 19242, 460"
med soc ii,51,"7018, 1752, 6207, 28605, 8780, 8916, 2012, 8744, 8846, 8028, 651, 8379, 8702, 6275, 6264, 6573, 6276"
god,51,"1946, 12466, 8262, 19925, 1375, 2002, 1236, 20102, 1271, 12895, 1658, 1726, 9044, 4741, 475, 846"
yeshiva,51,"5804, 1172, 5925, 16891, 5700, 6287, 5899, 26371, 5198, 5256, 5882, 26817, 1554, 26698, 1445, 5874, 5803"
george kiraz,51,"31481, 31477, 31468, 31469, 31486, 31470, 31473, 31482, 31478, 31480, 31484, 31487, 31475, 31411, 31472, 31483, 31479"
syriac pupil,51,"31481, 31477, 31468, 31469, 31486, 31470, 31473, 31482, 31478, 31480, 31484, 31487, 31475, 31411, 31472, 31483, 31479"
abraham maimonides,51,"17451, 11739, 17700, 29322, 17918, 16920, 17966, 31251, 2975, 12037, 17279, 29140, 29342, 12038, 16157, 29060, 29171"
ephraim b. shemarya,51,"16078, 16153, 1722, 16891, 16971, 16868, 17171, 684, 16785, 26653, 1707, 1855, 1754, 16915, 16231, 16863, 29340"
yefet b. manasseh,51,"17860, 18012, 17407, 17518, 17530, 17735, 17986, 17633, 17683, 17629, 17722, 17964, 17890, 17332, 17457, 17684, 18685"
yosef b. musa al-tahirti,48,"5720, 5722, 5914, 6048, 5926, 6014, 5964, 5603, 5561, 5879, 5972, 5901, 6029, 5714, 1797, 5904"
minyat zifta,48,"1753, 4069, 3844, 6325, 3491, 3174, 6860, 2713, 8916, 19963, 29842, 17441, 30356, 2527, 17785, 3180"
mann,48,"875, 8029, 12409, 6203, 19323, 4574, 5781, 8012, 4603, 4641, 1799, 3140, 6193, 460, 3231"
judah,48,"18683, 18136, 18866, 29100, 16394, 16893, 16125, 17554, 18172, 16222, 18871, 18625, 17333, 17670, 17583"
avraham haman,45,"17003, 19864, 9284, 26259, 30377, 30372, 30432, 28145, 30365, 30391, 30647, 17015, 30425, 30367, 30435"
shemuel b. hofni,45,"5876, 26664, 889, 1746, 6203, 1700, 5980, 5781, 1696, 6068, 3078, 464, 4074"
avraham david,45,"29926, 11964, 26590, 15792, 29935, 29890, 19301, 6442, 12429, 26777, 26245, 11961, 12453, 23300, 19227"
yeshua b. isma'il al-makhmuri,45,"5911, 6070, 5892, 6002, 6014, 5960, 5665, 5594, 6043, 5885, 5702, 5780, 5686, 6069, 5831"
friedman,45,"5349, 5538, 9067, 5233, 8701, 6626, 19458, 5359, 5366, 4745, 5466, 19944, 12328, 9120"
parnas,45,"5295, 27070, 31315, 1879, 6671, 1880, 2548, 1331, 1565, 8679, 8847, 26376, 5285, 4004"
shelomo b. elijah,45,"16160, 17488, 17300, 28991, 18922, 17096, 29170, 16764, 8913, 18854, 16975, 16901, 29055, 16157, 29171"
judaeo-persian,45,"11301, 11304, 31620, 11307, 31615, 31619, 11303, 31616, 11302, 31627, 31618, 11305, 31621, 15715, 11306"
acre,45,"16152, 1771, 8161, 1138, 1135, 1015, 3158, 1692, 17091, 8207, 6622, 1757, 16958, 7542"
tevet,42,"30506, 4543, 3987, 3336, 3437, 12725, 2986, 2714, 1004, 3979, 16800, 2663, 18476, 2989"
gavriel hefez,42,"17003, 19864, 9284, 26259, 30377, 30372, 30432, 28145, 30391, 30647, 17015, 30425, 30367, 30435"
yoshiyyahu gaon,42,"1386, 520, 1640, 1364, 935, 1077, 1300, 1444, 515, 878, 1553, 951, 1074, 1735"
the cairo geniza,42,"4246, 3225, 1912, 4590, 1865, 6424, 1180, 1949, 4338, 3579, 1894, 6461, 1219, 2149"
al-sadid,42,"4027, 3564, 26401"
issued by Abū Zikrī Kohen,40,
"banker, Abū l-Khayr Khiyyār",40,
elazar,39,"12289, 11312, 11229, 1936, 2972, 19129, 2428, 19944, 19634, 7982, 27010, 2504, 6865"
eli ha-kohen b. hayyim,39,"534, 4410, 817, 1547, 1379, 4436, 1683, 952, 2071, 4455, 5602, 4430, 548"
r. hananel,39,"23409, 1477, 1856, 29296, 4305, 1563, 3969, 19300, 5873, 3918, 5753, 8678, 1221"
elijah,39,"7196, 7699, 17072, 6555, 17352, 9431, 16849, 9360, 17262, 9306, 16848, 9190"
"oded zinger, women",39,"1213, 2179, 3225, 1974, 3220, 1153, 1865, 2164, 1180, 1949, 1119, 2231, 1193"
solomon,36,"31169, 9535, 1751, 30296, 21458, 19214, 20454, 1629, 3074, 4049, 20472, 7664"
ezekiel,36,"17204, 18588, 18589, 5982, 17992, 31551, 18701, 17993, 18179, 18590, 31182, 19306"
nisan,36,"16116, 3525, 30147, 3961, 18620, 17064, 18708, 28984, 19298, 1872, 16186, 2456"
marina rustow,36,"902, 1244, 30817, 30826, 9110, 2993, 30820, 3455, 4068, 30818, 30823, 29344"
tahirti,36,"5604, 5878, 1211, 5950, 5649, 4350, 5996, 4479, 4010, 2483, 5871, 4419"
nathaniel,36,"16283, 16479, 18126, 17568, 12409, 16734, 16298, 16325, 16148, 17546, 7145, 16400"
yosef yiju,36,"5494, 4737, 4730, 5498, 5496, 5516, 5539, 5530, 1985, 5532, 4716"
ashur,33,"4770, 4760, 31097, 4758, 2878, 5396, 6461, 4764"
al-mahallah,33,"7479, 19871, 6187, 28978, 8288, 30143, 19874, 20444, 2894"
heshvan,33,"30380, 2551, 6287, 3968, 30373, 2473, 3522, 17055, 23339, 16133, 19172"
berakhot b. shemuel,33,"12329, 11337, 2508, 12371, 26204, 2652, 11936, 27442, 25704, 12328, 2679"
avraham b. farah,33,"2700, 2059, 2766, 2004, 5947, 2554, 5830, 11183, 6899, 3250, 5716"
halfon b. nethanel,33,"5267, 5281, 9066, 5269, 983, 3952, 1113, 2439, 2691, 1053, 950"
mishna,33,"16796, 18195, 29385, 29025, 18194, 18175, 5874, 18193, 18549, 26739, 4074"
safi,33,"12272, 1684, 17278, 8948, 3147, 3398"
sukkot,33,"1719, 1810, 21192, 4645, 3792, 19937, 19942, 4657, 15758, 1988"
shimon,33,"18965, 16586, 11561, 15913, 28964"
sitt,30,"17116, 6653, 18673, 19156, 2720, 26794, 29270, 20447, 19969, 30602"
qayrawan,30,"5985, 5798, 4409, 9548, 5812, 1669, 5917, 11934, 4074"
torah,30,"27095, 12895, 12268, 3075, 19005, 3302, 5874, 22550"
kohen,30,"495, 23209, 18966, 17792, 7852, 1010, 27096, 19868, 5203, 1097"
natan b. shemuel ha-haver,30,"1009, 19142, 19789, 6186, 7193, 6462, 19957, 4766, 1096, 1717"
kislev,30,"2970, 29129, 3503, 6442, 1667, 19931, 865, 19998, 3504, 3447"
masliah gaon,30,"2617, 12440, 12375, 852, 1656, 6877, 1261, 15757, 568, 12374"
r. shemuel,30,"1899, 3001, 5282, 3532, 3389, 30135, 3310, 26677, 5686"
reuben,30,"18965, 16220, 16134, 3688, 15913, 6605, 18056, 16752, 1347"
qalyub,30,"12228, 23307, 3696, 12021, 3630, 17480, 30133, 16639, 26832"
coptic,30,"18151, 18313, 4161, 4550, 19920, 18236, 29115, 18438, 18122, 18462"
isaac b. shemu`el,30,"18633, 18589, 18588, 7425, 16156, 16486, 16058, 1252, 18590, 16152"
payment by Abū Zikrī Kohen,30,
farm of Abū l-Ḥasan b. Wahb,30,
reuven,27,"11761, 30519, 28964, 30728, 26280"
ya'aqov yu'bas,27,"30419, 30584, 30369, 30525, 30225, 30653, 28341, 30675, 30625"
me'ir b. na'im,27,"30471, 19758, 30368, 28338, 30392, 30428, 28397, 30412, 28540"
yehiel,27,"26678, 12021, 28605, 4663, 30891, 19730, 24578"
mamluk,27,"2174, 20105, 9434, 7258, 31033, 3745, 30957, 1301, 30214"
sura,27,"5740, 6023, 1136, 9537, 6079, 19206, 9556, 9555, 1700"
rav,27,"3661, 3601, 4300, 19252, 2413, 3388, 3207, 19258, 26739"
r. nissim,27,"6275, 12054, 1175, 846"
ya'aqov mann,27,"552, 902, 2140, 953, 2136, 843, 1180, 1187, 11564"
amir,27,"17268, 18582, 18568, 27096, 18560, 18561, 26661, 18567, 568"
yosef ha-lebdi,27,"5342, 5354, 5343, 5384, 5340, 5388, 5338, 5389, 5393"
meir,27,"19956, 593, 4294, 26844, 3672, 3333"
shemuel gaon b. eli,27,"6081, 5961, 5620, 5698, 5743, 5963, 5645, 5742, 5664"
wuhsha,27,"1657, 5361, 5349, 1259, 5393"
sicily,27,"6111, 2587, 17687, 755, 5496, 5940, 3542, 2608, 5933"
dosa,27,"5802, 4608, 4629, 655, 6077, 3202, 4524, 11949, 4191"
yeshua,27,"11569, 6649, 4081, 2996, 1228, 3227, 5284, 6834"
mevorakh b. nathan,27,"11226, 28990, 16232, 6824, 16539, 11223, 1249"
josiah,27,"16567, 16718, 2781, 1692, 18172, 2764, 16870, 675, 17663"
joseph ha-levi,27,"16775, 17028, 18708, 16495, 16774, 16776, 31314, 18634"
worman,27,"4095, 16118, 20004, 19935, 20003, 20010, 19937, 29250, 7391"
rum,27,"4584, 4600, 4618, 1653, 2034, 4609, 1682, 4643"
yizhaq,24,"19757, 29887, 17049, 20443, 31336, 31203, 12086, 30524"
yehudah,24,"30290, 2975, 28286, 30567, 19182, 6198"
barqa,24,"694, 4547, 6062, 4409, 2082, 724, 976"
genizah,24,"19700, 28396, 30749, 8159, 28151, 30613, 30742, 29333"
sultan,24,"7195, 5678, 5715, 12414, 5813, 30613, 519, 2629"
med soc iii,24,"6209, 3077, 1236, 8724, 6227, 8008, 6198, 9516"
ramle,24,"4473, 1407, 6983, 6326, 2012, 476, 1236"
sherira gaon,24,"12471, 5622, 5621, 5575, 1732, 5576, 1396, 6160"
hayye gaon,24,"9552, 5622, 5621, 5575, 5781, 5576, 1396, 6160"
mazliah gaon,24,"6287, 9067, 26741, 1941, 9163, 6486"
barhun b. salih al-tahirti,24,"2506, 6061, 2434, 3110, 6062, 2998, 2944, 2872"
al-shaykh al-muhadhdhab,24,"6325, 27062, 3564, 17259, 19283"
daniel b. 'azarya,24,"694, 6326, 5684, 7526, 1248"
sahl,24,"20068, 3099, 4416, 6373, 1546, 16140, 1765, 6085"
luria,24,"19301, 17106, 26590, 17107"
tiberias,24,"20115, 1752, 620, 2300, 19316, 1631, 526, 17818"
shemuel b. saadya ha-levi,24,"2523, 2411, 535, 3082, 6423, 4247, 4531, 12684"
zinger,24,"7886, 1625, 2058, 12686, 26670, 6914, 6424, 628"
eliyya,24,"23276, 6442, 1007, 6443"
yishaq b. shemuel,24,"3441, 4637, 5361, 3239, 5387, 3972, 2530, 3971"
avraham b. ata,24,"5700, 5680, 5678, 656, 12414, 5611, 2629"
moshe gil,24,"1657, 2149, 578, 4590, 4338, 2154, 1219, 741"
shemuel gaon b. hofni,24,"6133, 5762, 5700, 5980, 5632, 5633, 5874, 5682"
khan,24,"30824, 4588, 19727, 8264, 2798, 2244, 11076"
shelomo b. judah,24,"17067, 16868, 3811, 1765, 29332, 29344, 16870"
avraham maimuni,24,"12377, 2614, 11561, 6710, 2601, 6795, 2679, 2625"
madmun,24,"5501, 5454, 12276, 5219, 5218, 20607"
halfon b. manasseh ha-levi,24,"16178, 4767, 4760, 16181, 16179, 16190, 16204, 4762"
writ,24,"3143, 1771, 921, 1540, 750, 1072, 1126, 924"
shemuel sidi,24,"20105, 28314, 30303, 19955, 11762, 19937"
m.a. friedman,24,"4246, 30296, 4233, 5201, 3579, 5218, 5203, 5200"
ha-kohen b. shelomo,24,"4765, 3035, 2133, 4768, 4156, 26675, 3320, 2156"
yefet b. manasseh al-qata`if,24,"17590, 17588, 16856, 16931, 16930, 16906, 16855, 17780"
halfon b. netanel,24,"9043, 9075, 9148, 1656, 1069, 2026, 1261, 9120"
eve krakowski,24,"2162, 1994, 1218, 1674, 1217, 4338, 3237, 2223"
from Natan b. Nahray,22,
the accountant Abū l-Sarī Theodor b. Yuḥannis,22,
daniel,21,"12445, 28338, 29129, 1974, 1517, 599, 31166"
adam,21,"31093, 18572, 18905, 19005, 18573, 568"
ya'aqov b. habib,21,"17049, 28452, 30338, 30597"
betrothal,21,"16498, 7630, 2223, 30597, 18619, 446"
rahel,21,"2835, 12027, 6592, 8019, 12454, 30580"
ya'qub,21,"3487, 28563, 19934, 28595, 19974, 30424, 19970"
elazar b. yosef,21,"11233, 12468, 2395, 19135, 2394, 11090, 7212"
barhun b. yishaq al-tahirti,21,"6005, 5886, 5769, 469, 3142, 5832, 2681"
amram,21,"5281, 5737, 3441, 2732, 19202, 5299, 19632"
elhanan,21,"5622, 5621, 5575, 5576, 1396, 6160, 17077"
pen,21,"1987, 22557, 23296, 26385, 19232, 15742, 15741"
maghrib,21,"9276, 8682, 2677, 29881, 5283, 5917, 519"
women,21,"1912, 1110, 2123, 1237, 6424, 3931, 4341"
moses maimonides,21,"549, 4158, 3496, 29290, 9675, 2749, 3999"
eliyyahu b. zechariah,21,"3742, 3532, 4312, 4102, 2528, 2910, 4043"
yosef b. awkal,21,"1623, 1827, 2268, 2295, 656, 2006, 2532"
marheshvan,21,"26646, 2474, 2795, 6469, 16656, 1238, 4128"
barhun b. salah al-tahirti,21,"5617, 5823, 1211, 5950, 6100, 5977, 5848"
shemuel b. saadya,21,"2135, 3015, 2955, 612, 4105, 4583, 4566"
yosef b. eli kohen fasi,21,"5890, 5825, 5944, 5652, 5955, 5888, 5770"
al-shaykh al-yesod,21,"1977, 3696, 17278, 6707, 26794, 8948, 27414"
judaeo arabic,21,"12033, 12815, 12032, 11593, 12830, 9915"
halfon b. manasse,21,"3369, 2616, 2143, 4315, 2145, 2144, 2142"
judaeo persian,21,"12822, 11298, 12820, 6605, 12819, 12821, 11299"
aaron,21,"16489, 1946, 2912, 16159, 752, 18653, 18125"
nissim b. yishaq al-tahirti,21,"5720, 3083, 2944, 5714, 5913"
brill,21,"4338, 1928, 5244, 2154, 1937, 1219, 4590"
abraham b. shema'ya,21,"18589, 18588, 18590, 16273, 16682, 16423, 16177"
al-fayyum,21,"16255, 16719, 16742, 18707, 29021, 16242, 16657"
Supervision: Abū l-Ḥasan b. Wahb,20,
esther bt,18,"30512, 30562, 28375, 31332, 31329, 30509"
shemuel b. avraham,18,"8860, 27106, 30536, 3478, 6184, 27089"
al-hakim,18,"4640, 30331, 30580, 30827, 4526, 30849"
mazar,18,"2587, 6006, 2013, 5496, 30142, 5910"
al-sham,18,"17221, 30453, 12069, 4741, 17954, 11946"
al-hazzan,18,"6488, 4607, 19037, 22871, 17492, 18401"
mubarak,18,"6240, 3443, 2963, 30082, 3819, 476"
ali,18,"19203, 4448, 2702, 2878, 1715, 8890"
ya'aqov b. 'awkal,18,"5622, 5621, 5575, 5576, 1396, 6160"
hananel b. shemuel,18,"3330, 12442, 5405, 19300, 12444, 8684"
susa,18,"5592, 5974, 2944, 5753, 2954, 3475"
sharira gaon,18,"5605, 5700, 5922, 5899, 5768, 6024"
aziza,18,"2397, 6899, 560, 2754"
av,18,"3565, 4753, 2535, 16468, 3506, 3517"
nahray b. nisim,18,"6046, 5759, 5826, 5806, 6021, 5614"
stefan c. reif,18,"4106, 2205, 1375, 9044, 1957, 1221"
nethanel b. yefet,18,"5422, 6915, 5387, 5378, 4669, 6881"
ismail,18,"1510, 3982, 3976, 3244, 2233, 2796"
norman proselyte,18,"31340, 9429, 7131, 31341, 31338, 31339"
julian,18,"31639, 29650, 31653, 31643, 31642, 31641"
manolis,18,"31639, 29650, 31653, 31643, 31642, 31641"
epistle,18,"12845, 12842, 12841, 12843, 12844, 12840"
bundar,18,"2651, 12848, 5358, 5418"
shelomo gaon,18,"5681, 12408, 1512, 4491, 1736, 727"
e. bareket,18,"3391, 4194, 4276, 4124, 2659, 1626"
yehudei misrayim,18,"3527, 2756, 3011, 3391, 2405, 2659"
al-mu'izziyya,18,"18567, 18582, 18568, 18560, 18561, 27428"
shema'ya ga`on,18,"18589, 18588, 16048, 18590, 16294, 16423"
rachel,18,"18091, 17192, 23339, 28974, 16128, 1682"
nehoray b. nisim,18,"5859, 5938, 5971, 5896, 6091, 6090"
geoffrey khan,18,"3183, 8262, 1264, 1220, 3217, 2156"
the cantor Abu Sahl,18,
signed by Abū Zikrī Kohen,18,
...] b. Joseph,18,
avraham krispin,15,"30513, 19765, 30728, 30733, 19761"
isaac luria,15,"17107, 16886, 31111, 26269, 17106"
shemuel ha-levi,15,"5304, 30395, 19989, 2699, 30597"
gentile,15,"2414, 23394, 19937, 29452"
moshe bibas,15,"30624, 30416, 30423, 28411, 30582"
al-muhadhdhab,15,"30321, 3564"
bibas,15,"30380, 22792, 30378, 31327, 28151"
tamuz,15,"1822, 462, 7003, 30700, 11766"
shem tov,15,"8402, 30892, 23422"
halfon b. menasheh,15,"8726, 6186, 19171, 19172, 19875"
al-sayrafi,15,"19879, 6190, 4102, 16282, 17583"
safar,15,"8394, 31360, 28179, 18571, 17145"
al-shaykh al-rashid,15,"2508, 7860, 22557, 31584, 2005"
al-shaykh al-sadid,15,"6325, 25907, 3564, 19300, 26798"
al-raqqi,15,19292
barhun b. salih,15,"5726, 9276, 3670, 12273, 12136"
eli ha-mumhe b. avraham,15,"4418, 945, 4471, 1648, 2079"
arus b. yosef,15,"5608, 5353, 3306, 3402"
m. ben-sasson,15,"3664, 2537, 3726, 3556, 3542"
avraham b. saadya,15,"2566, 988, 1252, 2007, 2851"
med soc iv,15,"9523, 3309, 6492, 8379, 7694"
shlomo b. yisha'ayahu,15,"5629, 5626, 5627, 5628, 5630"
johan,15,"19711, 31266, 19715, 19709, 31267"
eleazar gutwirth,15,"19744, 17044, 19794, 29064, 23956"
salama,15,"3206, 4301, 5774, 11321, 4008"
perahya yiju,15,"5507, 4743, 5553, 5506, 5495"
musa b. abu al-hayy,15,"3701, 2406, 2937, 4012, 2941"
nathan b. abraham,15,"17067, 29344, 18878"
avraham ibn yiju's,15,"5554, 5548, 5544, 5519, 5543"
al-yesod,15,"1977, 17278, 26710, 26711, 8948"
megillat 'ovadya,15,"31340, 9429, 7131, 31341, 31339"
al-mu'allim,15,"30290, 26786, 17049, 2735, 23263"
judaeo-greek,15,"31639, 31653, 31643, 31642, 31641"
joseph b. jacob rosh ha-seder,15,"15805, 15804, 15806, 15803, 15802"
joseph b. jacob rosh,15,"29326, 15866, 15867, 15868, 15869"
sutayt,15,"16244, 27011, 29872, 2654, 2223"
av bet din,15,"840, 3901, 755, 1698, 1732"
al-zahir,15,"30838, 18932, 30851, 788, 1243"
yehuda b. saadya,15,"2032, 1551, 6920, 4215, 2876"
moshe b. sugmar,15,"5920, 5859, 5709, 5758, 5910"
shafrir misrayim,15,"4081, 3553, 11568, 4086, 2741"
r. menahem,15,"3330, 2688, 1433, 2814"
m. cohen,15,"3634, 5226, 834, 868, 4596"
mangalore,15,"5505, 5547, 4714, 5501"
yosef b. eli ha-kohen,15,"5851, 1641, 850, 848, 1472"
eliezer,15,"28270, 1766, 4602, 26253, 3840"
minyat ghamr,15,"4584, 20000, 26695, 26685"
yosef b. ya'qub ibn 'awkal,15,"1435, 6138, 1703, 6145, 6146"
yosef ha-kohen b. shelomo gaon,15,"871, 1224, 1287, 1534, 1953"
shema'ya ha-haver,15,"893, 895, 1285, 896, 894"
moses b. shelomo,15,"16087, 18619, 16137, 16214, 16142"
r. yusuf b. [?,15,"28967, 28966, 28965, 28968, 28969"
